Round,Agent,Bid,Winning_Bid
1330,Agent 3,1.104686975479126,False
1330,Agent 4,1.068623661994934,False
1330,Agent 5,1.0,True
1331,Agent 1,1.0,True
1331,Agent 2,1.0,True
1331,Agent 3,1.0959917306900024,False
1331,Agent 4,1.1460838317871094,False
1331,Agent 5,1.0,True
1332,Agent 1,1.0,True
1332,Agent 2,1.0,True
1332,Agent 3,1.0799463987350464,False
1332,Agent 4,1.2107335329055786,False
1332,Agent 5,1.0664722919464111,False
1333,Agent 1,1.0,True
1333,Agent 2,1.0,True
1333,Agent 3,1.0412745475769043,False
1333,Agent 4,1.2083317041397095,False
1333,Agent 5,1.1136656999588013,False
1334,Agent 1,1.0,True
1334,Agent 2,1.0146328210830688,False
1334,Agent 3,1.0,True
1334,Agent 4,1.1266992092132568,False
1334,Agent 5,1.14019775390625,False
1335,Agent 1,1.1653316020965576,False
1335,Agent 2,1.046818733215332,False
1335,Agent 3,1.0,True
1335,Agent 4,1.0193991661071777,False
1335,Agent 5,1.149387240409851,False
1336,Agent 1,1.3475216627120972,False
1336,Agent 2,1.0651094913482666,False
1336,Agent 3,1.0,True
1336,Agent 4,1.0,True
1336,Agent 5,1.1408627033233643,False
1337,Agent 1,1.48905348777771,False
1337,Agent 2,1.0571238994598389,False
1337,Agent 3,1.0,True
1337,Agent 4,1.0,True
1337,Agent 5,1.0935795307159424,False
1338,Agent 1,1.5756984949111938,False
1338,Agent 2,1.0247533321380615,False
1338,Agent 3,1.0,True
1338,Agent 4,1.0,True
1338,Agent 5,1.0134559869766235,False
1339,Agent 1,1.6457332372665405,False
1339,Agent 2,1.0,True
1339,Agent 3,1.0760194063186646,False
1339,Agent 4,1.0,True
1339,Agent 5,1.0,True
1340,Agent 1,1.7003331184387207,False
1340,Agent 2,1.0,True
1340,Agent 3,1.136315941810608,False
1340,Agent 4,1.1352038383483887,False
1340,Agent 5,1.0,True
1341,Agent 1,1.6616123914718628,False
1341,Agent 2,1.0493543148040771,False
1341,Agent 3,1.177276372909546,False
1341,Agent 4,1.2228479385375977,False
1341,Agent 5,1.0,True
1342,Agent 1,1.5166126489639282,False
1342,Agent 2,1.075911283493042,False
1342,Agent 3,1.171410083770752,False
1342,Agent 4,1.2136108875274658,False
1342,Agent 5,1.0,True
1343,Agent 1,1.2627708911895752,False
1343,Agent 2,1.0899518728256226,False
1343,Agent 3,1.115925908088684,False
1343,Agent 4,1.1552815437316895,False
1343,Agent 5,1.0,True
1344,Agent 1,1.0349910259246826,False
1344,Agent 2,1.076925277709961,False
1344,Agent 3,1.0123978853225708,False
1344,Agent 4,1.0641995668411255,False
1344,Agent 5,1.0,True
1345,Agent 1,1.0,True
1345,Agent 2,1.0592445135116577,False
1345,Agent 3,1.0,True
1345,Agent 4,1.0,True
1345,Agent 5,1.0,True
1346,Agent 1,1.0,True
1346,Agent 2,1.0031476020812988,False
1346,Agent 3,1.0,True
1346,Agent 4,1.0,True
1346,Agent 5,1.092309832572937,False
1347,Agent 1,1.0,True
1347,Agent 2,1.0,True
1347,Agent 3,1.0,True
1347,Agent 4,1.0,True
1347,Agent 5,1.1898330450057983,False
1348,Agent 1,1.0,True
1348,Agent 2,1.0,True
1348,Agent 3,1.0,True
1348,Agent 4,1.0,True
1348,Agent 5,1.2562447786331177,False
1349,Agent 1,1.0,True
1349,Agent 2,1.0,True
1349,Agent 3,1.0,True
1349,Agent 4,1.0,True
1349,Agent 5,1.2935277223587036,False
1350,Agent 1,1.0,True
1350,Agent 2,1.0,True
1350,Agent 3,1.0,True
1350,Agent 4,1.0158182382583618,False
1350,Agent 5,1.2824251651763916,False
1351,Agent 1,1.1261299848556519,False
1351,Agent 2,1.0,True
1351,Agent 3,1.042309284210205,False
1351,Agent 4,1.0295627117156982,False
1351,Agent 5,1.2696198225021362,False
1352,Agent 1,1.287795066833496,False
1352,Agent 2,1.0,True
1352,Agent 3,1.0976934432983398,False
1352,Agent 4,1.041416883468628,False
1352,Agent 5,1.239711880683899,False
1353,Agent 1,1.408085823059082,False
1353,Agent 2,1.0495798587799072,False
1353,Agent 3,1.1020424365997314,False
1353,Agent 4,1.0249552726745605,True
1353,Agent 5,1.1751594543457031,False
1354,Agent 1,1.426823616027832,False
1354,Agent 2,1.0771960020065308,False
1354,Agent 3,1.0882749557495117,False
1354,Agent 4,1.0665515661239624,True
1354,Agent 5,1.110098123550415,False
1355,Agent 1,1.3636577129364014,False
1355,Agent 2,1.0809437036514282,False
1355,Agent 3,1.044792890548706,False
1355,Agent 4,1.1503666639328003,False
1355,Agent 5,1.0307376384735107,True
1356,Agent 1,1.2563180923461914,False
1356,Agent 2,1.0744904279708862,False
1356,Agent 3,1.0,True
1356,Agent 4,1.2203545570373535,False
1356,Agent 5,1.0,True
1357,Agent 1,1.114159107208252,False
1357,Agent 2,1.0475380420684814,False
1357,Agent 3,1.0,True
1357,Agent 4,1.2204705476760864,False
1357,Agent 5,1.0,True
1358,Agent 1,1.0,True
1358,Agent 2,1.0,True
1358,Agent 3,1.0,True
1358,Agent 4,1.2072029113769531,False
1358,Agent 5,1.0,True
1359,Agent 1,1.0,True
1359,Agent 2,1.0,True
1359,Agent 3,1.0,True
1359,Agent 4,1.150217890739441,False
1359,Agent 5,1.0,True
1360,Agent 1,1.0,True
1360,Agent 2,1.0,True
1360,Agent 3,1.0,True
1360,Agent 4,1.1106420755386353,False
1360,Agent 5,1.0065155029296875,False
1361,Agent 1,1.0,True
1361,Agent 2,1.0,True
1361,Agent 3,1.0,True
1361,Agent 4,1.0451236963272095,False
1361,Agent 5,1.0125662088394165,False
1362,Agent 1,1.0,True
1362,Agent 2,1.0696157217025757,False
1362,Agent 3,1.0281985998153687,False
1362,Agent 4,1.0,True
1362,Agent 5,1.00729238986969,False
1363,Agent 1,1.0,True
1363,Agent 2,1.1098763942718506,False
1363,Agent 3,1.0883667469024658,False
1363,Agent 4,1.0,True
1363,Agent 5,1.0,True
1364,Agent 1,1.2005810737609863,False
1364,Agent 2,1.1088050603866577,False
1364,Agent 3,1.091320514678955,False
1364,Agent 4,1.0,True
1364,Agent 5,1.0,True
1365,Agent 1,1.2986499071121216,False
1365,Agent 2,1.1080601215362549,False
1365,Agent 3,1.057949423789978,False
1365,Agent 4,1.0,True
1365,Agent 5,1.0132609605789185,False
1366,Agent 1,1.3136296272277832,False
1366,Agent 2,1.0672309398651123,False
1366,Agent 3,1.0076314210891724,True
1366,Agent 4,1.0281128883361816,False
1366,Agent 5,1.0222467184066772,False
1367,Agent 1,1.2781736850738525,False
1367,Agent 2,1.0293209552764893,False
1367,Agent 3,1.0,True
1367,Agent 4,1.094211220741272,False
1367,Agent 5,1.016645073890686,False
1368,Agent 1,1.1563148498535156,False
1368,Agent 2,1.0,True
1368,Agent 3,1.0138816833496094,False
1368,Agent 4,1.1491761207580566,False
1368,Agent 5,1.0043494701385498,False
1369,Agent 1,1.0,True
1369,Agent 2,1.0,True
1369,Agent 3,1.0270360708236694,False
1369,Agent 4,1.122611403465271,False
1369,Agent 5,1.0,True
1370,Agent 1,1.0,True
1370,Agent 2,1.0,True
1370,Agent 3,1.0246597528457642,False
1370,Agent 4,1.072167992591858,False
1370,Agent 5,1.0,True
1371,Agent 1,1,True
1371,Agent 2,1,True
1371,Agent 3,1,True
1371,Agent 4,1,True
1371,Agent 5,1,True
1372,Agent 1,1.0,True
1372,Agent 2,1.0295312404632568,False
1372,Agent 3,1.0,True
1372,Agent 4,1.0,True
1372,Agent 5,1.0342820882797241,False
1373,Agent 1,1.1062743663787842,False
1373,Agent 2,1.0616726875305176,False
1373,Agent 3,1.0046665668487549,False
1373,Agent 4,1.0,True
1373,Agent 5,1.0616769790649414,False
1374,Agent 1,1.230127215385437,False
1374,Agent 2,1.0663474798202515,False
1374,Agent 3,1.0034862756729126,False
1374,Agent 4,1.0,True
1374,Agent 5,1.058866262435913,False
1375,Agent 1,1.2818466424942017,False
1375,Agent 2,1.0591692924499512,False
1375,Agent 3,1.0,True
1375,Agent 4,1.0,True
1375,Agent 5,1.0502135753631592,False
1376,Agent 1,1.3086230754852295,False
1376,Agent 2,1.0158405303955078,False
1376,Agent 3,1.0236001014709473,False
1376,Agent 4,1.0,True
1376,Agent 5,1.0250869989395142,False
1377,Agent 1,1.279961109161377,False
1377,Agent 2,1.0,True
1377,Agent 3,1.0,True
1377,Agent 4,1.111237645149231,False
1377,Agent 5,1.0,True
1378,Agent 1,1.2261180877685547,False
1378,Agent 2,1.0,True
1378,Agent 3,1.012791395187378,False
1378,Agent 4,1.143359899520874,False
1378,Agent 5,1.0,True
1379,Agent 1,1.1248242855072021,False
1379,Agent 2,1.0,True
1379,Agent 3,1.0224485397338867,False
1379,Agent 4,1.0894705057144165,False
1379,Agent 5,1.0,True
1380,Agent 1,1.0295469760894775,False
1380,Agent 2,1.0,True
1380,Agent 3,1.017056941986084,False
1380,Agent 4,1.0258804559707642,False
1380,Agent 5,1.0021281242370605,False
1381,Agent 1,1.0,True
1381,Agent 2,1.0,True
1381,Agent 3,1.0,True
1381,Agent 4,1.0,True
1381,Agent 5,1.0151944160461426,False
1382,Agent 1,1.0,True
1382,Agent 2,1.00717294216156,False
1382,Agent 3,1.0,True
1382,Agent 4,1.0,True
1382,Agent 5,1.0268933773040771,False
1383,Agent 1,1.0,True
1383,Agent 2,1.0029778480529785,False
1383,Agent 3,1.0,True
1383,Agent 4,1.0,True
1383,Agent 5,1.0146207809448242,False
1384,Agent 1,1.0344349145889282,False
1384,Agent 2,1.0,True
1384,Agent 3,1.0,True
1384,Agent 4,1.0,True
1384,Agent 5,1.0,True
1385,Agent 1,1.078094720840454,False
1385,Agent 2,1.0,True
1385,Agent 3,1.0405588150024414,False
1385,Agent 4,1.0,True
1385,Agent 5,1.0,True
1386,Agent 1,1.0791378021240234,False
1386,Agent 2,1.0,True
1386,Agent 3,1.0792148113250732,False
1386,Agent 4,1.0,True
1386,Agent 5,1.0,True
1387,Agent 1,1.0216010808944702,False
1387,Agent 2,1.0465513467788696,False
1387,Agent 3,1.0767797231674194,False
1387,Agent 4,1.1353225708007812,False
1387,Agent 5,1.0,True
1388,Agent 1,1.0,True
1388,Agent 2,1.0881843566894531,False
1388,Agent 3,1.0287820100784302,False
1388,Agent 4,1.2235956192016602,False
1388,Agent 5,1.030038595199585,False
1389,Agent 1,1.0,True
1389,Agent 2,1.1118502616882324,False
1389,Agent 3,1.0,True
1389,Agent 4,1.276315450668335,False
1389,Agent 5,1.0508449077606201,False
1390,Agent 1,1.0,True
1390,Agent 2,1.1047251224517822,False
1390,Agent 3,1.0,True
1390,Agent 4,1.2854822874069214,False
1390,Agent 5,1.0599855184555054,False
1391,Agent 1,1.1005733013153076,False
1391,Agent 2,1.0996381044387817,False
1391,Agent 3,1.0,True
1391,Agent 4,1.2645076513290405,False
1391,Agent 5,1.0612777471542358,False
1392,Agent 1,1.2090356349945068,False
1392,Agent 2,1.0775299072265625,False
1392,Agent 3,1.0,True
1392,Agent 4,1.1979095935821533,False
1392,Agent 5,1.0239351987838745,False
1393,Agent 1,1.2180135250091553,False
1393,Agent 2,1.0249814987182617,False
1393,Agent 3,1.0,True
1393,Agent 4,1.1331229209899902,False
1393,Agent 5,1.0,True
1394,Agent 1,1.189191222190857,False
1394,Agent 2,1.0,True
1394,Agent 3,1.0,True
1394,Agent 4,1.0596747398376465,False
1394,Agent 5,1.0,True
1395,Agent 1,1.1003155708312988,False
1395,Agent 2,1.0,True
1395,Agent 3,1.0281463861465454,False
1395,Agent 4,1.0,True
1395,Agent 5,1.0,True
1396,Agent 1,1.0,True
1396,Agent 2,1.0,True
1396,Agent 3,1.0707924365997314,False
1396,Agent 4,1.0,True
1396,Agent 5,1.0,True
1397,Agent 1,1.0,True
1397,Agent 2,1.0,True
1397,Agent 3,1.0745878219604492,False
1397,Agent 4,1.0,True
1397,Agent 5,1.0417863130569458,False
1398,Agent 1,1.0,True
1398,Agent 2,1.0,True
1398,Agent 3,1.0559028387069702,False
1398,Agent 4,1.0,True
1398,Agent 5,1.065887689590454,False
1399,Agent 1,1.0,True
1399,Agent 2,1.0,True
1399,Agent 3,1.0,True
1399,Agent 4,1.0,True
1399,Agent 5,1.0545387268066406,False
1400,Agent 1,1.0056105852127075,False
1400,Agent 2,1.0259466171264648,False
1400,Agent 3,1.0,True
1400,Agent 4,1.0,True
1400,Agent 5,1.021820306777954,False
1401,Agent 1,1.0,True
1401,Agent 2,1.035714864730835,False
1401,Agent 3,1.0,True
1401,Agent 4,1.1250437498092651,False
1401,Agent 5,1.0,True
1402,Agent 1,1.057868480682373,False
1402,Agent 2,1.0369278192520142,False
1402,Agent 3,1.0,True
1402,Agent 4,1.1936450004577637,False
1402,Agent 5,1.0,True
1403,Agent 1,1.0483797788619995,False
1403,Agent 2,1.0272232294082642,False
1403,Agent 3,1.0,True
1403,Agent 4,1.2404470443725586,False
1403,Agent 5,1.0,True
1404,Agent 1,1.0135583877563477,False
1404,Agent 2,1.0,True
1404,Agent 3,1.06150484085083,False
1404,Agent 4,1.2254645824432373,False
1404,Agent 5,1.0245620012283325,False
1405,Agent 1,1.0,True
1405,Agent 2,1.0,True
1405,Agent 3,1.1131906509399414,False
1405,Agent 4,1.1529276371002197,False
1405,Agent 5,1.0153026580810547,False
1406,Agent 1,1.0,True
1406,Agent 2,1.0221116542816162,False
1406,Agent 3,1.1524724960327148,False
1406,Agent 4,1.0534923076629639,False
1406,Agent 5,1.0,True
1407,Agent 1,1.0,True
1407,Agent 2,1.0154242515563965,False
1407,Agent 3,1.1783233880996704,False
1407,Agent 4,1.0,True
1407,Agent 5,1.0,True
1408,Agent 1,1.0,True
1408,Agent 2,1.0,True
1408,Agent 3,1.1728737354278564,False
1408,Agent 4,1.0,True
1408,Agent 5,1.0,True
1409,Agent 1,1.1066513061523438,False
1409,Agent 2,1.0,True
1409,Agent 3,1.1246027946472168,False
1409,Agent 4,1.0,True
1409,Agent 5,1.0331664085388184,False
1410,Agent 1,1.1188136339187622,False
1410,Agent 2,1.0,True
1410,Agent 3,1.0589405298233032,False
1410,Agent 4,1.0,True
1410,Agent 5,1.0328634977340698,False
1411,Agent 1,1.0479481220245361,False
1411,Agent 2,1.0123529434204102,False
1411,Agent 3,1.0,True
1411,Agent 4,1.0,True
1411,Agent 5,1.0100464820861816,False
1412,Agent 1,1.0,True
1412,Agent 2,1.0279734134674072,False
1412,Agent 3,1.0,True
1412,Agent 4,1.0,True
1412,Agent 5,1.0,True
1413,Agent 1,1.0,True
1413,Agent 2,1.0157341957092285,False
1413,Agent 3,1.0,True
1413,Agent 4,1.0,True
1413,Agent 5,1.0,True
1414,Agent 1,1,True
1414,Agent 2,1,True
1414,Agent 3,1,True
1414,Agent 4,1,True
1414,Agent 5,1,True
1415,Agent 1,1.0,True
1415,Agent 2,1.0,True
1415,Agent 3,1.0,True
1415,Agent 4,1.013617992401123,False
1415,Agent 5,1.0,True
1416,Agent 1,1.0579744577407837,False
1416,Agent 2,1.0187393426895142,False
1416,Agent 3,1.0,True
1416,Agent 4,1.13516366481781,False
1416,Agent 5,1.0110642910003662,False
1417,Agent 1,1.0587657690048218,False
1417,Agent 2,1.0318658351898193,False
1417,Agent 3,1.058126449584961,False
1417,Agent 4,1.2122761011123657,False
1417,Agent 5,1.0271868705749512,True
1418,Agent 1,1.056258201599121,False
1418,Agent 2,1.0398485660552979,True
1418,Agent 3,1.1216580867767334,False
1418,Agent 4,1.2770776748657227,False
1418,Agent 5,1.056247353553772,False
1419,Agent 1,1.0333023071289062,True
1419,Agent 2,1.0800001621246338,False
1419,Agent 3,1.1775516271591187,False
1419,Agent 4,1.3346039056777954,False
1419,Agent 5,1.077012538909912,False
1420,Agent 1,1.0165997743606567,True
1420,Agent 2,1.0794098377227783,False
1420,Agent 3,1.2092795372009277,False
1420,Agent 4,1.3069971799850464,False
1420,Agent 5,1.069040298461914,False
1421,Agent 1,1.0628697872161865,False
1421,Agent 2,1.0557864904403687,False
1421,Agent 3,1.2124555110931396,False
1421,Agent 4,1.2258801460266113,False
1421,Agent 5,1.0329930782318115,True
1422,Agent 1,1.0993064641952515,False
1422,Agent 2,1.0249221324920654,False
1422,Agent 3,1.1748441457748413,False
1422,Agent 4,1.07675302028656,False
1422,Agent 5,1.019216537475586,True
1423,Agent 1,1.0753636360168457,False
1423,Agent 2,1.0,True
1423,Agent 3,1.1072345972061157,False
1423,Agent 4,1.0,True
1423,Agent 5,1.0553679466247559,False
1424,Agent 1,1.0,True
1424,Agent 2,1.0,True
1424,Agent 3,1.0298492908477783,False
1424,Agent 4,1.0,True
1424,Agent 5,1.0540533065795898,False
1425,Agent 1,1.0,True
1425,Agent 2,1.0,True
1425,Agent 3,1.0,True
1425,Agent 4,1.0,True
1425,Agent 5,1.035752296447754,False
1426,Agent 1,1.0,True
1426,Agent 2,1.0181182622909546,False
1426,Agent 3,1.0,True
1426,Agent 4,1.0,True
1426,Agent 5,1.0,True
1427,Agent 1,1.059273362159729,False
1427,Agent 2,1.0274794101715088,False
1427,Agent 3,1.0,True
1427,Agent 4,1.0,True
1427,Agent 5,1.0,True
1428,Agent 1,1.1255159378051758,False
1428,Agent 2,1.023542046546936,False
1428,Agent 3,1.0,True
1428,Agent 4,1.103090524673462,False
1428,Agent 5,1.0004228353500366,False
1429,Agent 1,1.184127926826477,False
1429,Agent 2,1.0052621364593506,False
1429,Agent 3,1.0,True
1429,Agent 4,1.1379817724227905,False
1429,Agent 5,1.0,True
1430,Agent 1,1.1640938520431519,False
1430,Agent 2,1.0,True
1430,Agent 3,1.0265575647354126,False
1430,Agent 4,1.1687339544296265,False
1430,Agent 5,1.0,True
1431,Agent 1,1.123343586921692,False
1431,Agent 2,1.0,True
1431,Agent 3,1.0669482946395874,False
1431,Agent 4,1.1341900825500488,False
1431,Agent 5,1.0,True
1432,Agent 1,1.0365175008773804,False
1432,Agent 2,1.0195107460021973,True
1432,Agent 3,1.0632257461547852,False
1432,Agent 4,1.094617247581482,False
1432,Agent 5,1.0596033334732056,False
1433,Agent 1,1.0,True
1433,Agent 2,1.059295654296875,False
1433,Agent 3,1.044478178024292,False
1433,Agent 4,1.027165174484253,False
1433,Agent 5,1.0769472122192383,False
1434,Agent 1,1.0,True
1434,Agent 2,1.0673054456710815,False
1434,Agent 3,1.0,True
1434,Agent 4,1.0,True
1434,Agent 5,1.0756776332855225,False
1435,Agent 1,1.0,True
1435,Agent 2,1.060779333114624,False
1435,Agent 3,1.0,True
1435,Agent 4,1.0,True
1435,Agent 5,1.0373317003250122,False
1436,Agent 1,1.0,True
1436,Agent 2,1.048185110092163,False
1436,Agent 3,1.0,True
1436,Agent 4,1.0,True
1436,Agent 5,1.0,True
1437,Agent 1,1.0,True
1437,Agent 2,1.0310819149017334,False
1437,Agent 3,1.0,True
1437,Agent 4,1.0,True
1437,Agent 5,1.0,True
1438,Agent 1,1,True
1438,Agent 2,1,True
1438,Agent 3,1,True
1438,Agent 4,1,True
1438,Agent 5,1,True
1439,Agent 1,1.1197673082351685,False
1439,Agent 2,1.0,True
1439,Agent 3,1.0138757228851318,False
1439,Agent 4,1.1054311990737915,False
1439,Agent 5,1.0,True
1440,Agent 1,1.2352851629257202,False
1440,Agent 2,1.0,True
1440,Agent 3,1.032015085220337,False
1440,Agent 4,1.1784785985946655,False
1440,Agent 5,1.0,True
1441,Agent 1,1.2910902500152588,False
1441,Agent 2,1.0,True
1441,Agent 3,1.0331034660339355,False
1441,Agent 4,1.183394432067871,False
1441,Agent 5,1.0,True
1442,Agent 1,1.2920749187469482,False
1442,Agent 2,1.0,True
1442,Agent 3,1.021113634109497,False
1442,Agent 4,1.1230930089950562,False
1442,Agent 5,1.0323781967163086,False
1443,Agent 1,1.261613368988037,False
1443,Agent 2,1.0205296277999878,False
1443,Agent 3,1.0,True
1443,Agent 4,1.0287699699401855,False
1443,Agent 5,1.040346622467041,False
1444,Agent 1,1.2007933855056763,False
1444,Agent 2,1.0483767986297607,False
1444,Agent 3,1.0,True
1444,Agent 4,1.0,True
1444,Agent 5,1.031186819076538,False
1445,Agent 1,1.0822455883026123,False
1445,Agent 2,1.026558756828308,False
1445,Agent 3,1.0,True
1445,Agent 4,1.0,True
1445,Agent 5,1.0,True
1446,Agent 1,1.0,True
1446,Agent 2,1.007529616355896,False
1446,Agent 3,1.006921410560608,False
1446,Agent 4,1.0,True
1446,Agent 5,1.0,True
1447,Agent 1,1.0,True
1447,Agent 2,1.0,True
1447,Agent 3,1.0,True
1447,Agent 4,1.0,True
1447,Agent 5,1.0189636945724487,False
1448,Agent 1,1.0,True
1448,Agent 2,1.0,True
1448,Agent 3,1.0145764350891113,False
1448,Agent 4,1.0,True
1448,Agent 5,1.0,True
1449,Agent 1,1.0,True
1449,Agent 2,1.0256670713424683,False
1449,Agent 3,1.0107964277267456,False
1449,Agent 4,1.0361287593841553,False
1449,Agent 5,1.0,True
1450,Agent 1,1.0,True
1450,Agent 2,1.0545121431350708,False
1450,Agent 3,1.0,True
1450,Agent 4,1.091843605041504,False
1450,Agent 5,1.0246366262435913,False
1451,Agent 1,1.0,True
1451,Agent 2,1.0483691692352295,False
1451,Agent 3,1.016427755355835,False
1451,Agent 4,1.1319597959518433,False
1451,Agent 5,1.0433011054992676,False
1452,Agent 1,1.0085653066635132,True
1452,Agent 2,1.0185480117797852,False
1452,Agent 3,1.0216543674468994,False
1452,Agent 4,1.1408202648162842,False
1452,Agent 5,1.0179097652435303,False
1453,Agent 1,1.150334358215332,False
1453,Agent 2,1.0,True
1453,Agent 3,1.000112533569336,False
1453,Agent 4,1.1110470294952393,False
1453,Agent 5,1.0,True
1454,Agent 1,1.2132172584533691,False
1454,Agent 2,1.0,True
1454,Agent 3,1.0,True
1454,Agent 4,1.0606379508972168,False
1454,Agent 5,1.0,True
1455,Agent 1,1.2394028902053833,False
1455,Agent 2,1.0057423114776611,False
1455,Agent 3,1.0,True
1455,Agent 4,1.0,True
1455,Agent 5,1.0,True
1456,Agent 1,1.256913661956787,False
1456,Agent 2,1.0,True
1456,Agent 3,1.0,True
1456,Agent 4,1.0,True
1456,Agent 5,1.0417572259902954,False
1457,Agent 1,1.2516648769378662,False
1457,Agent 2,1.0054410696029663,False
1457,Agent 3,1.0,True
1457,Agent 4,1.0,True
1457,Agent 5,1.0810747146606445,False
1458,Agent 1,1.2355222702026367,False
1458,Agent 2,1.0,True
1458,Agent 3,1.0,True
1458,Agent 4,1.0,True
1458,Agent 5,1.0883593559265137,False
1459,Agent 1,1.1943761110305786,False
1459,Agent 2,1.0,True
1459,Agent 3,1.0,True
1459,Agent 4,1.0,True
1459,Agent 5,1.0691958665847778,False
1460,Agent 1,1.1517503261566162,False
1460,Agent 2,1.0,True
1460,Agent 3,1.009399175643921,False
1460,Agent 4,1.0,True
1460,Agent 5,1.0192043781280518,False
1461,Agent 1,1.070786714553833,False
1461,Agent 2,1.0,True
1461,Agent 3,1.037203073501587,False
1461,Agent 4,1.0,True
1461,Agent 5,1.0,True
1462,Agent 1,1.0,True
1462,Agent 2,1.0234742164611816,False
1462,Agent 3,1.0504740476608276,False
1462,Agent 4,1.0082026720046997,False
1462,Agent 5,1.0,True
1463,Agent 1,1.0,True
1463,Agent 2,1.02838933467865,False
1463,Agent 3,1.0422524213790894,False
1463,Agent 4,1.0074586868286133,False
1463,Agent 5,1.0,True
1464,Agent 1,1.0,True
1464,Agent 2,1.0121111869812012,False
1464,Agent 3,1.0343915224075317,False
1464,Agent 4,1.0,True
1464,Agent 5,1.0,True
1465,Agent 1,1.0,True
1465,Agent 2,1.0,True
1465,Agent 3,1.0216915607452393,False
1465,Agent 4,1.0,True
1465,Agent 5,1.0,True
1466,Agent 1,1.0,True
1466,Agent 2,1.0,True
1466,Agent 3,1.0,True
1466,Agent 4,1.0160495042800903,False
1466,Agent 5,1.0,True
1467,Agent 1,1.0086779594421387,False
1467,Agent 2,1.0,True
1467,Agent 3,1.0,True
1467,Agent 4,1.0226452350616455,False
1467,Agent 5,1.062440276145935,False
1468,Agent 1,1.0412261486053467,False
1468,Agent 2,1.053206443786621,False
1468,Agent 3,1.0,True
1468,Agent 4,1.0256519317626953,False
1468,Agent 5,1.117400884628296,False
1469,Agent 1,1.036189317703247,False
1469,Agent 2,1.0807909965515137,False
1469,Agent 3,1.0,True
1469,Agent 4,1.020305871963501,False
1469,Agent 5,1.1558035612106323,False
1470,Agent 1,1.015073299407959,False
1470,Agent 2,1.0681837797164917,False
1470,Agent 3,1.038764476776123,False
1470,Agent 4,1.0,True
1470,Agent 5,1.1762644052505493,False
1471,Agent 1,1.0,True
1471,Agent 2,1.0476289987564087,False
1471,Agent 3,1.0648128986358643,False
1471,Agent 4,1.0,True
1471,Agent 5,1.1875773668289185,False
1472,Agent 1,1.0,True
1472,Agent 2,1.0137174129486084,False
1472,Agent 3,1.0,True
1472,Agent 4,1.0,True
1472,Agent 5,1.164667010307312,False
1473,Agent 1,1.0203660726547241,False
1473,Agent 2,1.0,True
1473,Agent 3,1.120283842086792,False
1473,Agent 4,1.0427823066711426,False
1473,Agent 5,1.1112345457077026,False
1474,Agent 1,1.0339820384979248,False
1474,Agent 2,1.0,True
1474,Agent 3,1.1155650615692139,False
1474,Agent 4,1.0914489030838013,False
1474,Agent 5,1.0507303476333618,False
1475,Agent 1,1.0277498960494995,False
1475,Agent 2,1.0,True
1475,Agent 3,1.07538902759552,False
1475,Agent 4,1.0822381973266602,False
1475,Agent 5,1.0,True
1476,Agent 1,1.0,True
1476,Agent 2,1.0,True
1476,Agent 3,1.0316189527511597,False
1476,Agent 4,1.028572678565979,False
1476,Agent 5,1.0,True
1477,Agent 1,1.0006005764007568,False
1477,Agent 2,1.0,True
1477,Agent 3,1.0,True
1477,Agent 4,1.0,True
1477,Agent 5,1.0,True
1478,Agent 1,1.0,True
1478,Agent 2,1.052778959274292,False
1478,Agent 3,1.0,True
1478,Agent 4,1.0,True
1478,Agent 5,1.0,True
1479,Agent 1,1.0057666301727295,False
1479,Agent 2,1.082627534866333,False
1479,Agent 3,1.0,True
1479,Agent 4,1.0,True
1479,Agent 5,1.0,True
1480,Agent 1,1.012326717376709,False
1480,Agent 2,1.0822597742080688,False
1480,Agent 3,1.0,True
1480,Agent 4,1.043946385383606,False
1480,Agent 5,1.0,True
1481,Agent 1,1.001452922821045,False
1481,Agent 2,1.0638964176177979,False
1481,Agent 3,1.0,True
1481,Agent 4,1.0905780792236328,False
1481,Agent 5,1.0,True
1482,Agent 1,1.0,True
1482,Agent 2,1.0284380912780762,False
1482,Agent 3,1.0,True
1482,Agent 4,1.086557149887085,False
1482,Agent 5,1.0244734287261963,False
1483,Agent 1,1.0,True
1483,Agent 2,1.0,True
1483,Agent 3,1.0,True
1483,Agent 4,1.0798850059509277,False
1483,Agent 5,1.0507328510284424,False
1484,Agent 1,1.0,True
1484,Agent 2,1.0,True
1484,Agent 3,1.0227140188217163,False
1484,Agent 4,1.035308599472046,False
1484,Agent 5,1.056470274925232,False
1485,Agent 1,1.0,True
1485,Agent 2,1.0,True
1485,Agent 3,1.0241358280181885,False
1485,Agent 4,1.0,True
1485,Agent 5,1.0463907718658447,False
1486,Agent 1,1.0370248556137085,False
1486,Agent 2,1.0009379386901855,False
1486,Agent 3,1.0055902004241943,False
1486,Agent 4,1.0,True
1486,Agent 5,1.0178035497665405,False
1487,Agent 1,1.070979356765747,False
1487,Agent 2,1.0272283554077148,False
1487,Agent 3,1.0,True
1487,Agent 4,1.0,True
1487,Agent 5,1.0,True
1488,Agent 1,1.0966379642486572,False
1488,Agent 2,1.0204107761383057,False
1488,Agent 3,1.0,True
1488,Agent 4,1.0426486730575562,False
1488,Agent 5,1.0,True
1489,Agent 1,1.0839611291885376,False
1489,Agent 2,1.0,True
